Gene stable ID	Gene stable ID version	Gene name	Gene start (bp)	Chromosome/scaffold name
ENSG00000275877	ENSG00000275877.1	RF00002	30484925	20
ENSG00000275967	ENSG00000275967.1	MIR6880	124337181	12
ENSG00000263741	ENSG00000263741.1	MIR548AS	92490163	13
ENSG00000263445	ENSG00000263445.1	MIR4450	76573568	4
ENSG00000206925	ENSG00000206925.1	RF00019	40342329	19
ENSG00000201321	ENSG00000201321.1	RNA5S9	228628148	1
ENSG00000252936	ENSG00000252936.1	RNA5SP423	35755177	16
ENSG00000262579	ENSG00000262579.1	RF00026	69175662	CHR_HSCHR16_2_CTG3_1
ENSG00000252289	ENSG00000252289.1	RNA5SP519	10092875	Y
ENSG00000239043	ENSG00000239043.1	SNORD127	45110883	14
ENSG00000284585	ENSG00000284585.1	MIR4722	88716278	16
ENSG00000198982	ENSG00000198982.4	MIR380	101025017	14
ENSG00000276961	ENSG00000276961.1	MIR7848	133046481	8
ENSG00000201588	ENSG00000201588.1	RNA5S2	228612509	1
ENSG00000200259	ENSG00000200259.1	SNORD35A	49491175	19
ENSG00000277752	ENSG00000277752.1	RF02109	50075570	13
ENSG00000222736	ENSG00000222736.1	RNU4-6P	16875146	X
ENSG00000263912	ENSG00000263912.2	RF00017	30743271	CHR_HSCHR6_MHC_SSTO_CTG1
ENSG00000265071	ENSG00000265071.2	RF00019	33128412	CHR_HSCHR6_MHC_QBL_CTG1
ENSG00000207934	ENSG00000207934.1	MIR654	101040219	14
ENSG00000264158	ENSG00000264158.1	MIR4670	92527984	9
ENSG00000283805	ENSG00000283805.1	MIR636	76736450	17
ENSG00000283564	ENSG00000283564.1	RF00026	72376704	16
ENSG00000276189	ENSG00000276189.1	RF02197	3736943	1
ENSG00000200665	ENSG00000200665.1	RNU6-1188P	116082570	12
ENSG00000278250	ENSG00000278250.1	RF00017	120018900	12
ENSG00000276311	ENSG00000276311.1	MIR6511A3	16368876	16
ENSG00000266569	ENSG00000266569.2	RN7SL377P	72822894	7
ENSG00000264571	ENSG00000264571.1	MIR4529	55479221	18
ENSG00000207758	ENSG00000207758.1	MIR532	50003148	X
ENSG00000264591	ENSG00000264591.1	SNORD84	31523278	CHR_HSCHR6_MHC_DBB_CTG1
ENSG00000201034	ENSG00000201034.1	RF00019	439297	16
ENSG00000283721	ENSG00000283721.1	MIR6884	40026332	17
ENSG00000200360	ENSG00000200360.1	RNU6-792P	111490317	1
ENSG00000283842	ENSG00000283842.1	MIR4751	49933064	19
ENSG00000276398	ENSG00000276398.1	RF01970	97560856	12
ENSG00000252957	ENSG00000252957.1	RNA5SP402	100074081	15
ENSG00000266875	ENSG00000266875.2	RN7SL408P	134133573	6
ENSG00000276610	ENSG00000276610.1	SNORD64	24985100	15
ENSG00000266653	ENSG00000266653.1	RF00001	32145516	CHR_HSCHR6_MHC_APD_CTG1
ENSG00000263409	ENSG00000263409.1	MIR4747	4932687	19
ENSG00000212568	ENSG00000212568.1	RNU6-1254P	66891188	7
ENSG00000207549	ENSG00000207549.1	MIR521-2	53716594	19
ENSG00000206777	ENSG00000206777.1	RNU6-637P	169720187	3
ENSG00000253074	ENSG00000253074.1	RNU6-586P	67196140	1
ENSG00000221673	ENSG00000221673.2	RF00012	219962652	1
ENSG00000275640	ENSG00000275640.1	MIR6793	10828973	19
ENSG00000273748	ENSG00000273748.1	AL592183.1	54224	GL000219.1
ENSG00000252291	ENSG00000252291.1	RF00322	6061644	X
ENSG00000265816	ENSG00000265816.1	RF00001	32026965	CHR_HSCHR6_MHC_COX_CTG1
ENSG00000276733	ENSG00000276733.1	MIR7158	5974662	2
ENSG00000266435	ENSG00000266435.1	RF00026	32419522	CHR_HSCHR6_MHC_APD_CTG1
ENSG00000240663	ENSG00000240663.3	RN7SL310P	50206998	18
ENSG00000251850	ENSG00000251850.1	RNA5SP96	69181897	2
ENSG00000240613	ENSG00000240613.3	RN7SL98P	15525782	9
ENSG00000284034	ENSG00000284034.1	MIR5196	35345513	19
ENSG00000202164	ENSG00000202164.1	RNA5SP117	208920547	2
ENSG00000263783	ENSG00000263783.1	MIR5590	134857820	2
ENSG00000277565	ENSG00000277565.1	RF02108	63549227	1
ENSG00000274693	ENSG00000274693.1	RF02135	3069977	4
ENSG00000252352	ENSG00000252352.1	RF00561	69355133	17
ENSG00000207773	ENSG00000207773.1	MIR642A	45674928	19
ENSG00000278045	ENSG00000278045.1	RF02205	32436797	11
ENSG00000207094	ENSG00000207094.1	RF00272	88449092	7
ENSG00000240733	ENSG00000240733.3	RN7SL502P	36450912	6
ENSG00000283880	ENSG00000283880.1	MIR7704	176188843	2
ENSG00000212144	ENSG00000212144.1	RF00096	234593275	1
ENSG00000278328	ENSG00000278328.1	MIR6802	55239912	19
ENSG00000201155	ENSG00000201155.1	RNU1-24P	101778884	13
ENSG00000222154	ENSG00000222154.1	RN7SKP218	53490148	7
ENSG00000207611	ENSG00000207611.1	MIR149	240456001	2
ENSG00000280636	ENSG00000280636.1	RF00416	179934401	2
ENSG00000206838	ENSG00000206838.1	SNORA5A	45104349	7
ENSG00000265535	ENSG00000265535.2	RN7SL475P	59974757	1
ENSG00000207548	ENSG00000207548.3	MIR217	55982967	2
ENSG00000201668	ENSG00000201668.1	RF00019	49871555	18
ENSG00000207207	ENSG00000207207.1	RF00019	85434507	2
ENSG00000281228	ENSG00000281228.1	AL132640.3	67616903	14
ENSG00000266078	ENSG00000266078.1	MIR4432	60387362	2
ENSG00000201658	ENSG00000201658.1	RNU6-283P	31370134	6
ENSG00000277922	ENSG00000277922.1	RF02122	74293357	X
ENSG00000264580	ENSG00000264580.1	MIR5692B	42950928	21
ENSG00000200681	ENSG00000200681.1	RNU6-263P	18306973	6
ENSG00000276152	ENSG00000276152.1	RF00017	30951585	CHR_HSCHR15_4_CTG8
ENSG00000222407	ENSG00000222407.1	RNA5SP80	231281414	1
ENSG00000265252	ENSG00000265252.1	MIR3132	219549073	2
ENSG00000275810	ENSG00000275810.1	MIR8082	113152282	4
ENSG00000263955	ENSG00000263955.2	RN7SL850P	4633591	16
ENSG00000244677	ENSG00000244677.3	RN7SL706P	68149617	14
ENSG00000280126	ENSG00000280126.2	AC069542.2	17602910	10
ENSG00000241037	ENSG00000241037.3	RN7SL335P	122087508	4
ENSG00000266104	ENSG00000266104.1	MIR4326	63286808	20
ENSG00000207453	ENSG00000207453.1	RNU6-535P	7486703	10
ENSG00000264678	ENSG00000264678.1	MIR3140	152489327	4
ENSG00000252122	ENSG00000252122.1	RF00598	75409332	16
ENSG00000275128	ENSG00000275128.1	RN7SL203P	70480192	8
ENSG00000200545	ENSG00000200545.2	RF00012	19598247	10
ENSG00000264084	ENSG00000264084.1	MIR5688	85385710	3
ENSG00000263831	ENSG00000263831.1	MIR378E	170028488	5
ENSG00000251957	ENSG00000251957.1	RNU6-1095P	11923181	10
ENSG00000276014	ENSG00000276014.1	RN7SL301P	36110150	17
ENSG00000207651	ENSG00000207651.1	MIR28	188688781	3
ENSG00000278073	ENSG00000278073.1	MIR6726	1296110	1
ENSG00000222950	ENSG00000222950.1	RN7SKP262	25779287	12
ENSG00000240186	ENSG00000240186.3	RN7SL633P	31059989	22
ENSG00000266318	ENSG00000266318.1	MIR5692A1	97963658	7
ENSG00000240977	ENSG00000240977.3	RN7SL283P	139982684	2
ENSG00000212374	ENSG00000212374.1	RNU6-401P	83717427	15
ENSG00000274847	ENSG00000274847.1	MAFIP	53594	GL000194.1
ENSG00000283420	ENSG00000283420.1	MIR4278	6827853	5
ENSG00000266188	ENSG00000266188.1	AC099677.7	52934930	1
ENSG00000283821	ENSG00000283821.1	MIR6875	100868036	7
ENSG00000206722	ENSG00000206722.1	RNU6-1074P	139256657	4
ENSG00000273752	ENSG00000273752.1	RF00026	54855316	CHR_HSCHR19KIR_FH06_BA1_HAP_CTG3_1
ENSG00000199626	ENSG00000199626.1	RNU6-989P	187270698	2
ENSG00000273945	ENSG00000273945.1	MIR6853	35732922	9
ENSG00000274418	ENSG00000274418.1	RDH13	54972739	CHR_HSCHR19LRC_PGF1_CTG3_1
ENSG00000253066	ENSG00000253066.1	RNU6-709P	114111414	10
ENSG00000284442	ENSG00000284442.1	MIR2110	114174105	10
ENSG00000207995	ENSG00000207995.1	MIR325	77005404	X
ENSG00000283941	ENSG00000283941.1	MIR600	123111546	9
ENSG00000207192	ENSG00000207192.1	RNU6-649P	4945277	2
ENSG00000252214	ENSG00000252214.1	RNU6-542P	74319399	2
ENSG00000212184	ENSG00000212184.1	RNU6-440P	201927439	2
ENSG00000266676	ENSG00000266676.1	MIR4297	129843299	10
ENSG00000278756	ENSG00000278756.1	MIR6722	136746893	9
ENSG00000266295	ENSG00000266295.1	SNORD117	31526642	CHR_HSCHR6_MHC_QBL_CTG1
ENSG00000265961	ENSG00000265961.1	RF00019	31503631	1
ENSG00000283497	ENSG00000283497.1	MIR3160-2	46451807	11
ENSG00000199398	ENSG00000199398.1	RF00019	160008445	5
ENSG00000206917	ENSG00000206917.1	RNU1-52P	58677574	17
ENSG00000201096	ENSG00000201096.1	RNA5SP387	75604173	14
ENSG00000206990	ENSG00000206990.1	RF00019	165662585	1
ENSG00000251920	ENSG00000251920.1	RNA5SP216	125979812	6
ENSG00000266611	ENSG00000266611.1	MIR4703	51552589	13
ENSG00000200113	ENSG00000200113.1	RF00432	37419628	7
ENSG00000251714	ENSG00000251714.1	RN7SKP67	182631454	4
ENSG00000264706	ENSG00000264706.2	RN7SL217P	49863375	3
ENSG00000283152	ENSG00000283152.1	MIR3120	172138808	1
ENSG00000222788	ENSG00000222788.1	RNU2-38P	148939739	1
ENSG00000207173	ENSG00000207173.1	RF00019	58083068	16
ENSG00000267954	ENSG00000267954.2	AP000349.1	23782283	CHR_HSCHR22_1_CTG7
ENSG00000207961	ENSG00000207961.3	MIR496	101060573	14
ENSG00000199514	ENSG00000199514.1	RNU6-235P	38303773	3
ENSG00000277994	ENSG00000277994.1	RF01906	53965965	12
ENSG00000265986	ENSG00000265986.1	MIR4735	196582413	1
ENSG00000276159	ENSG00000276159.4	VSTM1	54040833	CHR_HSCHR19LRC_LRC_S_CTG3_1
ENSG00000252436	ENSG00000252436.1	RF00019	62726636	2
ENSG00000264902	ENSG00000264902.1	MIR5701-3	21951242	15
ENSG00000202146	ENSG00000202146.1	RF00019	54099191	12
ENSG00000252283	ENSG00000252283.1	RF00006	28061967	17
ENSG00000252696	ENSG00000252696.1	RNA5SP34	90135712	13
ENSG00000221063	ENSG00000221063.3	MIR1296	63372957	10
ENSG00000278007	ENSG00000278007.1	RF00017	4127492	19
ENSG00000202533	ENSG00000202533.1	RF00019	132468147	5
ENSG00000265855	ENSG00000265855.1	MIR4514	80997417	15
ENSG00000252296	ENSG00000252296.2	RF00402	100100084	X
ENSG00000283656	ENSG00000283656.1	MIR4483	113777993	10
ENSG00000239053	ENSG00000239053.1	RNU7-138P	10744186	2
ENSG00000252595	ENSG00000252595.1	RN7SKP82	42892396	4
ENSG00000264947	ENSG00000264947.1	MIR3181	50742305	16
ENSG00000242651	ENSG00000242651.3	RN7SL862P	9830330	18
ENSG00000265140	ENSG00000265140.1	MIR4301	113450023	11
ENSG00000207166	ENSG00000207166.1	SNORA68	17862588	19
ENSG00000216035	ENSG00000216035.1	MIR938	29602264	10
ENSG00000283416	ENSG00000283416.1	MIR1910	85741621	16
ENSG00000276323	ENSG00000276323.1	TFPT	54107066	CHR_HSCHR19LRC_COX2_CTG3_1
ENSG00000274759	ENSG00000274759.1	RNA5SP527	67439992	4
ENSG00000199286	ENSG00000199286.1	RNU6-1094P	96608814	3
ENSG00000266431	ENSG00000266431.1	MIR5580	53948427	14
ENSG00000275249	ENSG00000275249.1	AC171558.3	372322	KI270727.1
ENSG00000252025	ENSG00000252025.1	RNU6-982P	53745004	19
ENSG00000201447	ENSG00000201447.1	RNA5SP509	77066709	X
ENSG00000283688	ENSG00000283688.1	MIR6715B	112299612	10
ENSG00000284542	ENSG00000284542.1	MIR3614	56891270	17
ENSG00000265154	ENSG00000265154.1	MIR151B	100109419	14
ENSG00000201579	ENSG00000201579.1	RNU6-343P	56588518	12
ENSG00000239069	ENSG00000239069.1	RF00019	74895816	7
ENSG00000265395	ENSG00000265395.1	MIR3944	133371556	10
ENSG00000252106	ENSG00000252106.2	RNY3P15	34873831	6
ENSG00000221676	ENSG00000221676.1	RNU6ATAC	134164439	9
ENSG00000283556	ENSG00000283556.1	MIR376B	101040436	14
ENSG00000276926	ENSG00000276926.1	MIR6797	41869627	19
ENSG00000284458	ENSG00000284458.1	MIR1304	93733674	11
ENSG00000252171	ENSG00000252171.1	RF00019	45047103	15
ENSG00000277607	ENSG00000277607.4	VSTM1	54040833	CHR_HSCHR19LRC_PGF2_CTG3_1
ENSG00000222352	ENSG00000222352.1	RN7SKP221	21545344	22
ENSG00000276176	ENSG00000276176.1	MIR6090	128522390	11
ENSG00000277014	ENSG00000277014.1	MIR3179-4	18494493	16
ENSG00000278264	ENSG00000278264.1	MIR6803	55245186	19
ENSG00000199283	ENSG00000199283.1	RNU1-58P	140241870	7
ENSG00000278038	ENSG00000278038.1	MIR6076	49966399	14
ENSG00000263905	ENSG00000263905.2	RN7SL555P	3094171	20
ENSG00000275644	ENSG00000275644.4	OSCAR	54094681	CHR_HSCHR19LRC_COX2_CTG3_1
ENSG00000208005	ENSG00000208005.1	MIR503	134546328	X
ENSG00000280836	ENSG00000280836.1	AL355480.1	45581219	1
ENSG00000283160	ENSG00000283160.1	MIR4521	8186945	17
ENSG00000266738	ENSG00000266738.1	MIR4757	19348429	2
ENSG00000265793	ENSG00000265793.1	MIR3118-4	21843750	15
ENSG00000216056	ENSG00000216056.1	MIR891A	146027794	X
ENSG00000243968	ENSG00000243968.2	RN7SL402P	35881890	19
ENSG00000207839	ENSG00000207839.1	MIR33B	17813836	17
ENSG00000274175	ENSG00000274175.1	AC133551.1	17234	KI270728.1
ENSG00000284284	ENSG00000284284.1	MIR4712	50360329	15
ENSG00000200713	ENSG00000200713.1	RNU6-682P	8895813	8
ENSG00000264119	ENSG00000264119.1	MIR4795	87226189	3
ENSG00000284565	ENSG00000284565.1	MIR451A	28861369	17
ENSG00000252431	ENSG00000252431.1	RNU6-1247P	151280515	6
ENSG00000223142	ENSG00000223142.1	RN7SKP252	49738677	22
ENSG00000263643	ENSG00000263643.1	MIR4515	83067335	15
ENSG00000266383	ENSG00000266383.1	MIR5002	124132929	3
ENSG00000284595	ENSG00000284595.1	MIR6785	75498548	17
ENSG00000278702	ENSG00000278702.1	RF00017	35399997	1
ENSG00000239745	ENSG00000239745.3	RN7SL790P	74390692	X
ENSG00000266148	ENSG00000266148.1	MIR5583-1	39676721	18
ENSG00000251729	ENSG00000251729.1	RNA5SP401	97472126	15
ENSG00000284216	ENSG00000284216.1	MIR1909	1816159	19
ENSG00000278643	ENSG00000278643.1	RF02271	11033727	19
ENSG00000281420	ENSG00000281420.1	AP001052.1	43748365	21
ENSG00000207746	ENSG00000207746.1	MIR575	82753337	4
ENSG00000243075	ENSG00000243075.3	RN7SL519P	50841498	12
ENSG00000207799	ENSG00000207799.1	MIR520G	53722166	19
ENSG00000200443	ENSG00000200443.1	RNU6-1066P	27035887	22
ENSG00000207550	ENSG00000207550.1	MIR99B	51692612	19
ENSG00000221164	ENSG00000221164.1	SNORA11F	73126080	10
ENSG00000266583	ENSG00000266583.1	MIR4478	122120082	9
ENSG00000253096	ENSG00000253096.1	RF00019	103725728	14
ENSG00000283904	ENSG00000283904.1	MIR155	25573980	21
ENSG00000251698	ENSG00000251698.1	RNA5SP445	66639269	17
ENSG00000274380	ENSG00000274380.1	MIR6801	52222020	19
ENSG00000207167	ENSG00000207167.1	RNU6-1340P	19012157	16
ENSG00000264136	ENSG00000264136.1	MIR3689D2	134850277	9
ENSG00000275606	ENSG00000275606.1	CR388407.1	29064006	CHR_HSCHR6_MHC_DBB_CTG1
ENSG00000207625	ENSG00000207625.1	MIR128-2	35744476	3
ENSG00000207265	ENSG00000207265.1	RF00019	52259076	19
ENSG00000266761	ENSG00000266761.1	MIR3194	51452905	20
ENSG00000278590	ENSG00000278590.1	RN7SL113P	85368282	2
ENSG00000201896	ENSG00000201896.1	RN7SKP153	119711830	8
ENSG00000240641	ENSG00000240641.3	RN7SL580P	51975673	6
ENSG00000264974	ENSG00000264974.1	MIR4789	175369540	3
ENSG00000265144	ENSG00000265144.1	MIR548AM	16627012	X
ENSG00000265733	ENSG00000265733.1	SNORA74C-1	45984610	10
ENSG00000221120	ENSG00000221120.1	MIR1224	184241405	3
ENSG00000277761	ENSG00000277761.1	AC136616.2	1167457	KI270728.1
ENSG00000276489	ENSG00000276489.1	MIR6829	195882329	3
ENSG00000202227	ENSG00000202227.1	RNU6-282P	48501922	2
ENSG00000202380	ENSG00000202380.1	RNU1-55P	5890055	20
ENSG00000252219	ENSG00000252219.2	MIR892C	145992750	X
ENSG00000212493	ENSG00000212493.1	SNORD19	52689248	3
ENSG00000222057	ENSG00000222057.1	RNU4-62P	121655475	3
ENSG00000263790	ENSG00000263790.1	MIR4473	20411148	9
ENSG00000207944	ENSG00000207944.1	MIR574	38868032	4
ENSG00000199856	ENSG00000199856.2	RF00012	7995570	18
ENSG00000222460	ENSG00000222460.1	RN7SKP271	35643143	20
ENSG00000265347	ENSG00000265347.1	MIR4291	93819357	9
ENSG00000277721	ENSG00000277721.1	RF00017	46553522	X
ENSG00000201012	ENSG00000201012.1	RF00019	135474504	6
ENSG00000252659	ENSG00000252659.1	RNU6-1088P	120313238	12
ENSG00000275859	ENSG00000275859.1	MIR6720	1390314	6
ENSG00000265806	ENSG00000265806.1	MIR4292	136830957	9
ENSG00000251955	ENSG00000251955.1	RNU6-27P	17187510	20
ENSG00000281552	ENSG00000281552.1	AL035414.2	210303684	CHR_HG1832_PATCH
ENSG00000212024	ENSG00000212024.2	MIR550A3	29680734	7
ENSG00000200536	ENSG00000200536.1	RF00402	110272484	1
ENSG00000207305	ENSG00000207305.1	RF00019	2453010	20
ENSG00000239057	ENSG00000239057.2	MIR500B	50010672	X
ENSG00000238366	ENSG00000238366.1	RF00019	6245731	10
ENSG00000207582	ENSG00000207582.1	MIR30B	134800520	8
ENSG00000275355	ENSG00000275355.1	RF00017	76840838	18
ENSG00000222337	ENSG00000222337.1	RN7SKP225	99284022	9
ENSG00000206699	ENSG00000206699.1	RF00019	99527826	8
ENSG00000207820	ENSG00000207820.1	MIR545	74287104	X
ENSG00000241756	ENSG00000241756.3	RN7SL83P	38531042	7
ENSG00000221187	ENSG00000221187.1	MIR548M	95063141	X
ENSG00000275605	ENSG00000275605.1	AC012314.11	54102906	CHR_HSCHR19LRC_PGF1_CTG3_1
ENSG00000276363	ENSG00000276363.4	VSTM1	54040833	CHR_HSCHR19LRC_LRC_J_CTG3_1
ENSG00000199422	ENSG00000199422.1	VTRNA3-1P	53462209	X
ENSG00000251717	ENSG00000251717.1	RNA5SP419	35753796	16
ENSG00000207229	ENSG00000207229.1	RF00019	55040847	5
ENSG00000264030	ENSG00000264030.2	RN7SL66P	10280628	2
ENSG00000238904	ENSG00000238904.1	RNU7-34P	118758211	5
ENSG00000252996	ENSG00000252996.1	RNU6-1315P	2954240	12
ENSG00000206762	ENSG00000206762.1	RNU6-418P	205595041	1
ENSG00000249020	ENSG00000249020.1	SNORA58	131479097	3
ENSG00000239197	ENSG00000239197.1	RF01233	92417547	15
ENSG00000207176	ENSG00000207176.1	RF00019	32396050	12
ENSG00000207381	ENSG00000207381.1	RNU6-950P	54317781	12
ENSG00000242216	ENSG00000242216.3	RN7SL97P	25818234	18
ENSG00000244139	ENSG00000244139.3	RN7SL397P	120121909	3
ENSG00000241230	ENSG00000241230.3	RN7SL801P	54048007	5
ENSG00000199562	ENSG00000199562.1	RNU6-37P	10298966	1
ENSG00000202279	ENSG00000202279.1	RF00019	136816477	X
ENSG00000207137	ENSG00000207137.1	SNORD116-13	25079058	15
ENSG00000201922	ENSG00000201922.1	RNU1-43P	103159960	3
ENSG00000200622	ENSG00000200622.1	RNU6-1059P	95868667	4
ENSG00000212489	ENSG00000212489.1	RNU6-1109P	190165417	3
ENSG00000222890	ENSG00000222890.1	RNU6-1068P	101411357	12
ENSG00000206920	ENSG00000206920.1	RNY1P6	51586424	13
ENSG00000277415	ENSG00000277415.1	RF02219	30053279	CHR_HSCHR6_MHC_MANN_CTG1
ENSG00000252148	ENSG00000252148.1	RNU6-1206P	201079842	2
ENSG00000252034	ENSG00000252034.1	RNY4P37	46077004	18
ENSG00000212384	ENSG00000212384.1	SNORD113-2	100927342	14
ENSG00000276525	ENSG00000276525.1	RF00017	10025917	20
ENSG00000199219	ENSG00000199219.1	RNU6-500P	173362134	5
ENSG00000252125	ENSG00000252125.1	RNU6-1299P	107133071	6
ENSG00000239106	ENSG00000239106.1	RF00019	24625411	1
ENSG00000252509	ENSG00000252509.1	RNA5SP271	72357728	8
ENSG00000238713	ENSG00000238713.1	RF00019	145149537	4
ENSG00000222889	ENSG00000222889.1	RN7SKP29	69700224	8
ENSG00000243346	ENSG00000243346.3	RN7SL601P	11157455	17
ENSG00000252223	ENSG00000252223.1	RNU6-1049P	130109204	2
ENSG00000201943	ENSG00000201943.1	SNORD115-10	25187536	15
ENSG00000201433	ENSG00000201433.1	RNU6-335P	183675603	4
ENSG00000199475	ENSG00000199475.1	RN7SKP104	97598933	7
ENSG00000278135	ENSG00000278135.1	RF00004	25250545	4
ENSG00000238694	ENSG00000238694.1	RF01210	34966241	4
ENSG00000222972	ENSG00000222972.1	RNU6-651P	201646716	2
ENSG00000274941	ENSG00000274941.4	CNOT3	54138182	CHR_HSCHR19LRC_LRC_I_CTG3_1
ENSG00000276274	ENSG00000276274.1	RNU6-1266P	77776951	CHR_HSCHR10_1_CTG4
ENSG00000207115	ENSG00000207115.1	RNU6-364P	96341140	7
ENSG00000223019	ENSG00000223019.1	RNA5SP306	25813811	10
ENSG00000238391	ENSG00000238391.1	RNA5SP233	74487428	7
ENSG00000201165	ENSG00000201165.1	RNU6-1229P	65023204	7
ENSG00000277824	ENSG00000277824.4	AC011476.11	54913845	CHR_HSCHR19LRC_LRC_S_CTG3_1
ENSG00000201395	ENSG00000201395.1	RN7SKP257	36593839	14
ENSG00000206604	ENSG00000206604.1	RNU6-425P	142145454	3
ENSG00000243911	ENSG00000243911.3	RN7SL430P	112272596	9
ENSG00000274806	ENSG00000274806.1	RF00004	70194651	CHR_HSCHR9_1_CTG3
ENSG00000207318	ENSG00000207318.1	RNU6-1184P	147831770	7
ENSG00000252760	ENSG00000252760.1	RNA5SP54	111041834	1
ENSG00000222448	ENSG00000222448.1	RN7SKP150	179845832	5
ENSG00000201014	ENSG00000201014.1	RNA5SP232	71913738	7
ENSG00000253060	ENSG00000253060.1	RF00601	171768070	1
ENSG00000276800	ENSG00000276800.1	RF00017	21463963	22
ENSG00000274626	ENSG00000274626.3	RPS9	54201473	CHR_HSCHR19LRC_COX2_CTG3_1
ENSG00000200653	ENSG00000200653.1	RNU4-92P	88820297	14
ENSG00000274542	ENSG00000274542.1	AC243734.1	32181324	CHR_HSCHR15_4_CTG8
ENSG00000239148	ENSG00000239148.1	RF00096	5004710	10
ENSG00000243359	ENSG00000243359.3	RN7SL815P	115837870	3
ENSG00000239577	ENSG00000239577.3	RN7SL388P	72198712	X
ENSG00000274703	ENSG00000274703.4	OSCAR	54094681	CHR_HSCHR19LRC_LRC_S_CTG3_1
ENSG00000200421	ENSG00000200421.1	RF00019	37737955	1
ENSG00000244307	ENSG00000244307.3	RN7SL395P	144785298	8
ENSG00000277553	ENSG00000277553.1	RF02043	27206139	7
ENSG00000238941	ENSG00000238941.1	RNU6-953P	45354779	15
ENSG00000278218	ENSG00000278218.1	RF02271	11148584	X
ENSG00000206758	ENSG00000206758.1	RNU6-317P	48793152	19
ENSG00000200118	ENSG00000200118.1	RF00019	170244782	3
ENSG00000275588	ENSG00000275588.1	RN7SL341P	64817378	2
ENSG00000212411	ENSG00000212411.1	RF00105	29575306	10
ENSG00000251858	ENSG00000251858.1	RF00322	41594463	14
ENSG00000206871	ENSG00000206871.1	RNU6-533P	36309584	8
ENSG00000252962	ENSG00000252962.1	RNU6-993P	2503047	19
ENSG00000199712	ENSG00000199712.1	SNORD115-2	25172635	15
ENSG00000251929	ENSG00000251929.1	RNU6-189P	49901850	14
ENSG00000239884	ENSG00000239884.3	RN7SL608P	2680958	17
ENSG00000199859	ENSG00000199859.1	RNU6-582P	157201562	4
ENSG00000206714	ENSG00000206714.1	RF00019	78317036	5
ENSG00000201469	ENSG00000201469.1	RNA5SP379	132723945	12
ENSG00000278793	ENSG00000278793.1	RF00026	127840	GL000213.1
ENSG00000202089	ENSG00000202089.1	RNU6-1306P	63882587	11
ENSG00000264153	ENSG00000264153.1	SNORA38	31613305	CHR_HSCHR6_MHC_QBL_CTG1
ENSG00000200733	ENSG00000200733.1	RF00212	89837170	13
ENSG00000273538	ENSG00000273538.1	RF00425	32079158	CHR_HSCHR15_4_CTG8
ENSG00000252490	ENSG00000252490.1	RN7SKP66	43772120	2
ENSG00000207243	ENSG00000207243.1	RF00019	178554	16
ENSG00000201182	ENSG00000201182.1	RNU6-670P	10037552	3
ENSG00000206705	ENSG00000206705.1	RF00019	136129980	7
ENSG00000253739	ENSG00000253739.1	RNU6-323P	38166012	8
ENSG00000239726	ENSG00000239726.3	RN7SL688P	118931216	11
ENSG00000266841	ENSG00000266841.1	RF00019	30923328	CHR_HSCHR6_MHC_DBB_CTG1
ENSG00000199762	ENSG00000199762.1	RF00019	47489067	6
ENSG00000199683	ENSG00000199683.1	RN7SKP185	37975156	20
ENSG00000240772	ENSG00000240772.3	RN7SL776P	167400495	4
ENSG00000200871	ENSG00000200871.1	RNU6-810P	29134014	22
ENSG00000276253	ENSG00000276253.1	AC243790.1	30361040	CHR_HSCHR15_4_CTG8
ENSG00000265409	ENSG00000265409.1	RF00026	31744327	CHR_HSCHR6_MHC_COX_CTG1
ENSG00000279049	ENSG00000279049.1	AL353898.2	54099968	1
ENSG00000201407	ENSG00000201407.1	RF00263	24133186	X
ENSG00000207776	ENSG00000207776.1	MIR551A	3560695	1
ENSG00000276140	ENSG00000276140.1	RF02211	134598071	8
ENSG00000241568	ENSG00000241568.3	RN7SL338P	35049271	9
ENSG00000277605	ENSG00000277605.1	RF00017	47476822	X
ENSG00000274459	ENSG00000274459.1	RF00017	68575858	12
ENSG00000283664	ENSG00000283664.1	MIR4679-1	89063336	10
ENSG00000285089	ENSG00000285089.1	VARS2	30958848	CHR_HSCHR6_MHC_MANN_CTG1
ENSG00000251934	ENSG00000251934.1	RNU6-1143P	3714772	11
ENSG00000252422	ENSG00000252422.1	RNA5SP476	18433842	20
ENSG00000239398	ENSG00000239398.3	RN7SL342P	59972914	18
ENSG00000263693	ENSG00000263693.1	MIR3161	48096782	11
ENSG00000206866	ENSG00000206866.1	RNU6-187P	176929985	2
ENSG00000263410	ENSG00000263410.2	RN7SL460P	77885377	X
ENSG00000265635	ENSG00000265635.1	MIR3612	128294092	12
ENSG00000252053	ENSG00000252053.1	RNU6-1101P	194533503	3
ENSG00000275881	ENSG00000275881.1	RF00017	62393607	12
ENSG00000252553	ENSG00000252553.1	RNA5SP73	189666149	1
ENSG00000266663	ENSG00000266663.1	MIR3169	61199798	13
